session_date,regime_sign,open_ref,published_level,session_high,session_low,close_330,data_quality
2024-03-20,-1,5044.63,5047.59,5047.26,5025.17,5029.99,0.8761
2024-03-21,-1,5029.99,5026.74,5037.42,5021.44,5026.97,0.8635
2024-04-01,1,5026.97,5021.60,5027.07,5005.33,5014.84,0.9268
2024-04-02,1,5014.84,5017.69,5022.88,5011.29,5017.62,0.9738
2024-04-03,1,5017.62,5023.59,5024.15,5012.05,5017.70,0.9453
2024-04-04,1,5017.70,5009.88,5029.03,5017.76,5024.82,0.9662
2024-04-05,-1,5024.82,5023.10,5042.98,5020.46,5037.20,0.8731
2024-04-06,1,5037.20,5029.39,5039.78,5030.00,5037.56,0.9949
2024-04-07,1,5037.56,5049.74,5040.57,5028.01,5038.08,0.9128
2024-04-08,-1,5038.08,5040.53,5060.94,5035.55,5059.27,0.9309
2024-04-09,1,5059.27,5053.93,5063.11,5053.56,5062.78,0.9668
2024-04-10,1,5062.78,5074.98,5064.18,5049.93,5060.95,0.9151
2024-04-11,-1,5060.95,5053.50,5080.19,5057.24,5072.71,0.9794
2024-04-12,1,5072.71,5080.58,5080.02,5069.73,5077.92,0.9244
2024-04-13,-1,5077.92,5072.87,5106.38,5073.22,5090.21,0.8762
2024-04-14,-1,5090.21,5098.60,5093.49,5062.53,5065.25,0.9852
2024-04-15,1,5065.25,5057.01,5066.44,5049.28,5056.96,0.8906
2024-04-16,1,5056.96,5064.57,5068.48,5052.19,5061.54,0.9579
2024-04-17,-1,5061.54,5060.23,5073.47,5056.07,5070.16,0.9652
2024-04-18,-1,5070.16,5065.24,5090.35,5069.37,5084.61,0.9740
2024-04-19,-1,5084.61,5086.83,5099.95,5084.56,5094.53,0.8808
2024-04-20,1,5094.53,5092.00,5096.13,5082.95,5085.02,0.9374
2024-04-21,1,5085.02,5080.12,5084.77,5066.13,5073.33,0.8647
2024-05-01,-1,5073.33,5071.29,5074.37,5057.88,5067.80,0.9110
2024-05-02,1,5067.80,5064.28,5069.87,5056.88,5061.69,0.8954
2024-05-03,1,5061.69,5069.66,5078.17,5058.96,5075.87,0.9481
2024-05-04,-1,5075.87,5072.29,5080.16,5059.60,5062.23,0.9865
2024-05-05,-1,5062.23,5056.81,5061.97,5045.29,5049.07,0.8953
2024-05-06,1,5049.07,5048.16,5058.34,5046.24,5051.28,0.9700
2024-05-07,1,5051.28,5064.49,5059.23,5046.73,5055.68,0.9007
2024-05-08,1,5055.68,5051.12,5065.25,5054.49,5055.72,0.9786
2024-05-09,1,5055.72,5043.74,5062.28,5049.10,5057.25,0.8762
2024-05-10,1,5057.25,5071.40,5059.49,5045.33,5051.77,0.8988
2024-05-11,-1,5051.77,5050.16,5064.93,5041.47,5046.34,0.9615
2024-05-12,-1,5046.34,5048.41,5062.91,5045.52,5055.06,0.9432
2024-05-13,-1,5055.06,5057.67,5057.16,5037.60,5045.47,0.9864
2024-05-14,1,5045.47,5049.50,5051.98,5031.85,5039.49,0.9349
2024-05-15,1,5039.49,5031.15,5046.30,5034.56,5035.03,0.9535
2024-05-16,1,5035.03,5030.12,5046.84,5031.32,5043.92,0.9478
2024-05-17,-1,5043.92,5043.24,5050.71,5032.70,5039.20,0.9641
2024-05-18,-1,5039.20,5035.89,5049.06,5035.93,5045.82,0.9243
2024-05-19,1,5045.82,5044.89,5046.32,5031.17,5034.89,0.9717
2024-05-20,1,5034.89,5031.67,5037.09,5020.30,5021.84,0.9270
2024-05-21,-1,5021.84,5013.35,5032.36,5002.19,5016.05,0.9986
2024-06-01,1,5016.05,5003.43,5021.14,5008.96,5013.90,0.9469
2024-06-02,-1,5013.90,5025.82,5050.60,5013.26,5043.74,0.9203
2024-06-03,-1,5043.74,5042.60,5044.29,5012.06,5014.59,0.9773
2024-06-04,-1,5014.59,5014.34,5025.34,5008.95,5023.22,0.9236
2024-06-05,-1,5023.22,5024.14,5027.25,5013.43,5024.68,0.9211
2024-06-06,-1,5024.68,5027.50,5025.80,4996.35,4999.41,0.8747
2024-06-07,1,4999.41,5013.88,5000.48,4984.50,4987.71,0.9793
2024-06-08,1,4987.71,4982.86,5007.90,4983.34,4996.89,0.9401
2024-06-09,-1,4996.89,5001.40,5007.36,4990.61,4996.76,0.8683
2024-06-10,1,4996.76,4992.99,5008.24,4990.75,5001.85,0.9000
2024-06-11,-1,5001.85,5004.54,5008.67,4990.98,4997.92,0.9752
2024-06-12,1,4997.92,4994.17,5000.98,4990.39,4990.99,0.9257
2024-06-13,1,4990.99,4989.95,5007.47,4987.34,4998.54,0.9603
2024-06-14,1,4998.54,5000.04,5011.49,4995.76,5003.30,0.9192
2024-06-15,-1,5003.30,5000.35,5004.05,4984.13,4991.09,0.9795
2024-06-16,1,4991.09,4994.78,5004.13,4990.26,4993.21,0.9213
2024-06-17,-1,4993.21,4994.01,5012.15,4983.71,5009.06,0.9464
2024-06-18,-1,5009.06,5019.34,5008.73,4984.36,4987.30,0.8938
2024-06-19,-1,4987.30,4983.39,5008.87,4986.14,5003.60,0.9730
2024-06-20,1,5003.60,5010.45,5009.24,4994.67,4996.00,0.9956
2024-06-21,1,4996.00,4998.64,5000.25,4981.15,4986.74,0.9947
2024-07-01,-1,4986.74,4981.61,5000.62,4984.88,4996.52,0.9169
2024-07-02,1,4996.52,4995.84,5002.13,4993.42,4999.57,0.9441
2024-07-03,1,4999.57,5007.31,4999.43,4978.29,4984.30,0.8684
2024-07-04,1,4984.30,4991.45,4988.31,4981.96,4986.36,0.9283
2024-07-05,1,4986.36,4985.67,5000.75,4984.83,4991.83,0.9689
2024-07-06,-1,4991.83,4997.79,5016.36,4990.02,5011.12,0.9797
2024-07-07,1,5011.12,5007.44,5018.68,5006.52,5009.01,0.8798
2024-07-08,1,5009.01,5002.17,5023.53,5003.75,5021.14,0.9794
2024-07-09,1,5021.14,5018.41,5024.80,5015.70,5018.66,0.9620
2024-07-10,1,5018.66,5014.68,5017.95,5001.06,5002.55,0.9524
2024-07-11,-1,5002.55,5007.27,5010.07,4985.89,4991.98,0.9290
2024-07-12,-1,4991.98,4988.59,5003.45,4990.88,4997.72,0.8633
2024-07-13,1,4997.72,4998.75,4998.33,4978.47,4983.94,0.9379
2024-07-14,1,4983.94,4987.43,4990.38,4971.68,4976.02,0.9087
2024-07-15,1,4976.02,4971.51,4980.97,4955.41,4963.98,0.9688
2024-07-16,-1,4963.98,4958.79,4972.75,4954.38,4959.98,0.9021
2024-07-17,-1,4959.98,4958.06,4969.06,4952.46,4963.09,0.8753
2024-07-18,1,4963.09,4963.15,4974.51,4961.31,4968.26,0.9908
2024-07-19,1,4968.26,4972.86,4971.83,4961.96,4965.99,0.9508
2024-07-20,1,4965.99,4971.56,4977.47,4961.32,4973.89,0.9353
2024-07-21,-1,4973.89,4965.42,4985.51,4972.10,4979.06,0.9668
2024-08-01,1,4979.06,4978.37,4993.35,4978.01,4988.83,0.9979
2024-08-02,1,4988.83,4991.28,4999.89,4978.83,4998.69,0.9016
2024-08-03,-1,4998.69,4995.79,5025.33,4990.02,5015.59,0.9584
2024-08-04,1,5015.59,5004.44,5021.01,5009.61,5015.11,0.8968
2024-08-05,1,5015.11,5016.37,5022.91,5010.39,5011.13,0.9750
2024-08-06,1,5011.13,5011.35,5021.59,5008.36,5012.30,0.9222
2024-08-07,1,5012.30,5012.98,5020.90,5012.01,5018.88,0.9362
2024-08-08,1,5018.88,5016.27,5030.12,5016.52,5028.25,0.9214
2024-08-09,1,5028.25,5041.37,5029.47,5018.21,5019.55,0.9585
2024-08-10,-1,5019.55,5012.79,5030.52,5010.65,5012.16,0.8952
2024-08-11,1,5012.16,5010.44,5028.84,5009.34,5022.70,0.8613
2024-08-12,-1,5022.70,5019.26,5023.56,4999.32,5000.45,0.8940
2024-08-13,1,5000.45,5011.10,5000.43,4988.06,4990.85,0.9878
2024-08-14,-1,4990.85,5000.21,4992.39,4955.88,4967.65,0.9108
2024-08-15,1,4967.65,4969.07,4967.54,4944.40,4948.92,0.8684
2024-08-16,1,4948.92,4954.03,4949.44,4929.33,4932.78,0.9110
2024-08-17,-1,4932.78,4924.04,4934.21,4903.62,4905.31,0.9354
2024-08-18,-1,4905.31,4908.62,4923.48,4904.77,4916.87,0.9926
2024-08-19,1,4916.87,4921.58,4937.14,4912.25,4932.95,0.9634
2024-08-20,-1,4932.95,4930.38,4944.35,4916.19,4923.25,0.8639
2024-08-21,1,4923.25,4914.42,4927.31,4915.39,4925.78,0.8857
2024-09-01,-1,4925.78,4929.36,4939.24,4918.68,4931.63,0.9747
2024-09-02,-1,4931.63,4929.90,4931.34,4903.08,4908.26,0.8622
2024-09-03,-1,4908.26,4895.38,4930.06,4907.02,4919.89,0.8966
2024-09-04,1,4919.89,4917.94,4920.63,4904.81,4912.74,0.9621
2024-09-05,1,4912.74,4912.89,4926.05,4912.66,4915.79,0.9364
2024-09-06,-1,4915.79,4925.97,4916.35,4903.92,4908.94,0.8686
2024-09-07,-1,4908.94,4917.77,4919.70,4898.57,4905.80,0.9050
2024-09-08,1,4905.80,4894.68,4911.27,4891.64,4893.10,0.9258
2024-09-09,-1,4893.10,4893.00,4931.38,4892.51,4925.01,0.9517
2024-09-10,1,4925.01,4925.60,4925.58,4907.48,4909.80,0.9432
2024-09-11,-1,4909.80,4905.31,4920.20,4905.79,4918.25,0.8622
2024-09-12,1,4918.25,4914.97,4920.08,4908.52,4914.10,0.9658
2024-09-13,1,4914.10,4909.05,4931.20,4910.85,4927.55,0.9367
2024-09-14,1,4927.55,4924.43,4935.02,4922.12,4933.26,0.9706
2024-09-15,-1,4933.26,4929.17,4972.02,4932.54,4968.22,0.8843
2024-09-16,1,4968.22,4957.43,4971.28,4958.95,4967.88,0.8979
2024-09-17,-1,4967.88,4955.83,4976.30,4959.94,4968.51,0.8766
2024-09-18,-1,4968.51,4972.18,4989.98,4967.36,4986.09,0.8687
2024-09-19,1,4986.09,4989.59,4991.25,4979.99,4985.66,0.9736
2024-09-20,1,4985.66,4986.06,4999.08,4985.17,4997.86,0.8914
2024-09-21,1,4997.86,4993.48,4999.92,4989.58,4996.15,0.9280
2024-10-01,1,4996.15,5000.04,4996.22,4980.19,4993.01,0.8975
2024-10-02,1,4993.01,4976.95,4994.57,4972.46,4975.45,0.9429
2024-10-03,1,4975.45,4976.99,4989.04,4969.88,4972.19,0.9561
2024-10-04,1,4972.19,4963.10,4979.83,4966.86,4972.36,0.9258
2024-10-05,1,4972.36,4968.84,4977.37,4966.10,4970.79,0.9713
2024-10-06,1,4970.79,4980.27,4977.62,4962.04,4964.43,0.9341
2024-10-07,-1,4964.43,4969.87,4966.69,4939.48,4942.12,0.9737
2024-10-08,1,4942.12,4935.66,4942.55,4932.59,4937.37,0.9179
2024-10-09,1,4937.37,4928.13,4941.55,4928.98,4936.72,0.9186
2024-10-10,-1,4936.72,4937.93,4955.76,4932.42,4944.90,0.9065
2024-10-11,-1,4944.90,4943.37,4957.89,4944.55,4952.93,0.8934
2024-10-12,-1,4952.93,4947.88,4978.50,4952.12,4972.90,0.8971
2024-10-13,1,4972.90,4974.56,4977.21,4961.97,4965.90,0.9502
2024-10-14,1,4965.90,4959.72,4965.98,4951.34,4957.03,0.9227
2024-10-15,1,4957.03,4956.59,4962.76,4945.70,4953.02,0.9571
2024-10-16,-1,4953.02,4957.65,4959.56,4939.61,4949.50,0.9665
2024-10-17,-1,4949.50,4946.92,4975.15,4950.49,4970.04,0.8699
2024-10-18,-1,4970.04,4972.33,4980.39,4961.72,4974.32,0.9595
2024-10-19,1,4974.32,4963.46,4977.82,4960.38,4963.87,0.9899
2024-10-20,-1,4963.87,4967.55,4967.30,4933.03,4943.89,0.9789
2024-10-21,1,4943.89,4945.92,4954.69,4943.55,4951.75,0.8988
2024-11-01,-1,4951.75,4946.05,4961.23,4945.80,4947.68,0.9788
2024-11-02,1,4947.68,4953.18,4953.39,4943.60,4946.97,0.9901
2024-11-03,1,4946.97,4949.04,4952.40,4940.68,4949.71,0.9438
2024-11-04,1,4949.71,4948.40,4959.09,4948.42,4957.23,0.9664
2024-11-05,1,4957.23,4955.46,4957.79,4945.64,4949.66,0.9156
2024-11-06,1,4949.66,4948.84,4960.50,4946.13,4958.74,0.9911
2024-11-07,1,4958.74,4958.87,4962.15,4943.48,4945.94,0.9257
2024-11-08,-1,4945.94,4953.33,4963.19,4946.05,4955.58,0.8885
2024-11-09,-1,4955.58,4951.37,4987.12,4956.11,4970.77,0.9226
2024-11-10,-1,4970.77,4970.47,4980.90,4962.80,4972.19,0.9326
2024-11-11,-1,4972.19,4976.35,4990.14,4963.68,4973.24,0.9327
2024-11-12,-1,4973.24,4968.16,4980.45,4962.91,4976.02,0.9332
2024-11-13,1,4976.02,4983.98,4976.71,4969.00,4970.71,0.9177
2024-11-14,1,4970.71,4962.50,4979.09,4967.58,4976.75,0.9402
2024-11-15,1,4976.75,4975.26,4982.57,4968.05,4974.82,0.9480
2024-11-16,1,4974.82,4966.01,4986.95,4973.54,4983.33,0.9443
2024-11-17,-1,4983.33,4979.94,4985.16,4972.06,4980.22,0.9733
2024-11-18,-1,4980.22,4971.40,4994.63,4969.77,4988.74,0.8896
2024-11-19,-1,4988.74,4986.91,4994.64,4975.26,4979.51,0.8914
2024-11-20,-1,4979.51,4985.06,4984.59,4965.98,4978.13,0.9607
2024-11-21,-1,4978.13,4983.85,4983.96,4966.06,4978.37,0.9374
2024-12-01,1,4978.37,4978.58,4997.85,4975.47,4995.98,0.9148
2024-12-02,-1,4995.98,5005.15,4997.75,4978.77,4994.79,0.8742
2024-12-03,1,4994.79,4992.32,4994.66,4981.62,4984.75,0.8721
2024-12-04,-1,4984.75,4979.69,5005.42,4982.89,5000.64,0.8642
2024-12-05,1,5000.64,4994.58,5012.48,4999.35,5011.37,0.9106
2024-12-06,1,5011.37,5013.75,5024.58,5005.57,5018.60,0.8905
2024-12-07,1,5018.60,5020.04,5035.74,5014.93,5028.84,0.9956
2024-12-08,-1,5028.84,5026.76,5033.37,5014.93,5015.97,0.8928
2024-12-09,1,5015.97,5017.72,5026.98,5013.73,5023.90,0.9728
2024-12-10,1,5023.90,5002.84,5039.52,5021.73,5039.35,0.9517
2024-12-11,1,5039.35,5043.87,5058.85,5039.36,5051.21,0.8816
2024-12-12,1,5051.21,5048.86,5071.18,5050.49,5065.59,0.9446
2024-12-13,-1,5065.59,5060.00,5066.54,5050.32,5054.32,0.8982
2024-12-14,1,5054.32,5058.64,5058.13,5043.97,5050.49,0.8907
2024-12-15,-1,5050.49,5050.95,5063.91,5042.87,5055.15,0.8931
2024-12-16,-1,5055.15,5058.86,5071.65,5052.47,5060.87,0.9680
2024-12-17,1,5060.87,5061.70,5065.94,5056.74,5061.52,0.9902
2024-12-18,1,5061.52,5066.76,5064.58,5054.45,5060.43,0.9353
2024-12-19,1,5060.43,5068.22,5063.75,5053.22,5059.84,0.8954
2024-12-20,1,5059.84,5057.45,5083.99,5060.24,5078.19,0.9192
2024-12-21,-1,5078.19,5085.20,5092.30,5069.41,5073.30,0.9331
2024-13-01,1,5073.30,5075.64,5082.05,5069.63,5074.49,0.9746
2024-13-02,1,5074.49,5083.63,5086.92,5072.09,5083.75,0.9523
2024-13-03,-1,5083.75,5090.48,5086.42,5056.84,5068.51,0.9570
2024-13-04,1,5068.51,5062.19,5070.75,5063.58,5067.97,0.9592
2024-13-05,1,5067.97,5065.42,5080.65,5064.55,5074.34,0.9823
2024-13-06,-1,5074.34,5075.14,5081.63,5062.96,5068.54,0.9512
2024-13-07,-1,5068.54,5066.93,5068.66,5052.73,5057.27,0.9579
2024-13-08,-1,5057.27,5059.38,5063.40,5043.64,5052.67,0.9891
2024-13-09,1,5052.67,5058.84,5072.82,5049.68,5071.61,0.9084
2024-13-10,1,5071.61,5080.83,5073.52,5056.27,5061.64,0.9187
2024-13-11,-1,5061.64,5056.68,5073.64,5056.85,5071.76,0.9668
2024-13-12,-1,5071.76,5073.03,5080.55,5068.61,5075.36,0.9753
2024-13-13,1,5075.36,5070.94,5079.82,5061.12,5064.32,0.9772
2024-13-14,-1,5064.32,5071.73,5085.86,5059.99,5083.27,0.8683
2024-13-15,1,5083.27,5078.55,5083.10,5069.08,5071.00,0.9031
2024-13-16,-1,5071.00,5076.40,5074.21,5050.80,5051.81,0.9320
2024-13-17,-1,5051.81,5049.31,5053.24,5036.08,5037.96,0.9296
2024-13-18,1,5037.96,5046.54,5041.41,5021.17,5024.14,0.8974
2024-13-19,1,5024.14,5023.83,5044.80,5024.15,5041.96,0.8833
2024-13-20,1,5041.96,5027.70,5059.74,5041.66,5058.93,0.9495
2024-13-21,1,5058.93,5071.69,5081.44,5059.30,5077.81,0.9775
2024-14-01,1,5077.81,5059.07,5079.43,5056.77,5062.69,0.9997
2024-14-02,-1,5062.69,5071.20,5081.95,5061.02,5080.52,0.9067
2024-14-03,-1,5080.52,5077.72,5100.20,5074.67,5096.12,0.9650
2024-14-04,1,5096.12,5090.84,5096.75,5083.37,5086.10,0.9347
2024-14-05,-1,5086.10,5087.80,5089.41,5065.79,5073.64,0.8865
2024-14-06,1,5073.64,5079.28,5079.80,5064.90,5067.66,0.8916
2024-14-07,1,5067.66,5073.85,5076.40,5062.96,5069.60,0.9949
2024-14-08,1,5069.60,5065.78,5071.26,5061.24,5065.58,0.9793
2024-14-09,-1,5065.58,5068.92,5071.33,5059.91,5065.67,0.9821
2024-14-10,-1,5065.67,5080.52,5068.34,5054.24,5063.71,0.9456
2024-14-11,-1,5063.71,5067.51,5089.94,5061.34,5088.14,0.9329
2024-14-12,-1,5088.14,5081.78,5088.85,5075.34,5083.55,0.9928
2024-14-13,-1,5083.55,5071.51,5096.91,5083.58,5089.10,0.9571
2024-14-14,-1,5089.10,5088.81,5100.19,5084.05,5091.41,0.9942
2024-14-15,1,5091.41,5087.05,5091.40,5077.43,5079.96,0.9018
2024-14-16,-1,5079.96,5084.70,5084.57,5068.75,5069.44,0.8840
2024-14-17,1,5069.44,5070.57,5072.04,5052.19,5055.85,0.9980
2024-14-18,1,5055.85,5051.60,5059.02,5048.74,5053.71,0.9777
2024-14-19,1,5053.71,5043.63,5059.74,5048.27,5055.49,0.8920
2024-14-20,-1,5055.49,5066.97,5059.69,5033.05,5042.10,0.9688
2024-14-21,1,5042.10,5038.67,5058.56,5037.34,5051.65,0.8842
2024-15-01,-1,5051.65,5048.10,5064.73,5047.85,5061.04,0.8635
2024-15-02,1,5061.04,5058.33,5064.91,5053.50,5056.34,0.9262
2024-15-03,1,5056.34,5050.02,5068.80,5051.12,5061.97,0.8709
2024-15-04,-1,5061.97,5060.74,5069.41,5043.26,5053.52,0.9002
2024-15-05,1,5053.52,5048.86,5057.51,5043.00,5048.80,0.9612
2024-15-06,-1,5048.80,5050.52,5061.31,5047.83,5061.31,0.9620
2024-15-07,1,5061.31,5062.60,5068.58,5057.91,5061.89,0.9721
2024-15-08,1,5061.89,5062.82,5077.07,5061.13,5071.86,0.9888
2024-15-09,1,5071.86,5079.87,5076.99,5068.49,5073.77,0.8801
2024-15-10,1,5073.77,5074.33,5078.59,5070.18,5073.27,0.9282
2024-15-11,-1,5073.27,5070.83,5077.26,5059.82,5064.48,0.9687
2024-15-12,1,5064.48,5069.93,5068.87,5060.07,5062.59,0.9590
2024-15-13,-1,5062.59,5054.99,5066.11,5050.41,5060.29,0.8870
2024-15-14,1,5060.29,5062.62,5063.44,5053.34,5054.76,0.8660
2024-15-15,1,5054.76,5056.45,5057.36,5038.34,5045.50,0.9598
2024-15-16,-1,5045.50,5050.14,5049.31,5034.58,5045.63,0.9536
2024-15-17,-1,5045.63,5049.50,5045.59,5015.59,5022.96,0.9001
2024-15-18,1,5022.96,5033.04,5032.06,5019.64,5031.03,0.8799
2024-15-19,1,5031.03,5024.38,5043.74,5028.06,5039.51,0.8647
2024-15-20,-1,5039.51,5042.13,5052.89,5034.80,5044.50,0.9341
2024-15-21,-1,5044.50,5043.32,5045.93,5018.46,5024.76,0.9889
2024-16-01,-1,5024.76,5020.38,5027.47,5009.91,5015.30,0.9220
2024-16-02,-1,5015.30,5008.63,5035.76,5010.79,5032.60,0.9704
2024-16-03,1,5032.60,5040.75,5041.66,5030.68,5036.37,0.9078
2024-16-04,-1,5036.37,5043.86,5055.01,5032.59,5043.10,0.9599
2024-16-05,1,5043.10,5030.42,5047.20,5036.57,5042.43,0.8787
2024-16-06,-1,5042.43,5045.43,5043.53,5027.21,5032.39,0.8948
2024-16-07,-1,5032.39,5022.77,5064.71,5032.02,5055.80,0.9944
2024-16-08,-1,5055.80,5048.89,5066.42,5046.48,5060.07,0.9366
2024-16-09,-1,5060.07,5057.18,5067.18,5048.88,5060.24,0.9145
2024-16-10,1,5060.24,5060.71,5064.63,5054.31,5061.18,0.9133
2024-16-11,1,5061.18,5052.71,5061.76,5048.44,5052.00,0.8994
2024-16-12,1,5052.00,5054.95,5060.52,5049.38,5053.59,0.8611
2024-16-13,-1,5053.59,5056.13,5069.82,5049.88,5057.31,0.9790
2024-16-14,1,5057.31,5060.54,5060.08,5035.20,5037.87,0.9734
2024-16-15,-1,5037.87,5029.47,5052.81,5035.81,5046.61,0.9659
2024-16-16,-1,5046.61,5060.60,5052.11,5035.37,5046.51,0.9312
2024-16-17,-1,5046.51,5042.73,5054.36,5034.41,5040.70,0.9436
2024-16-18,1,5040.70,5038.12,5041.09,5021.05,5025.92,0.8643
2024-16-19,1,5025.92,5029.32,5025.92,5015.23,5021.71,0.8749
2024-16-20,-1,5021.71,5020.13,5034.14,5003.35,5008.94,0.9888
2024-16-21,1,5008.94,5006.08,5014.01,4997.80,4999.13,0.9617
2024-17-01,1,4999.13,4996.66,5006.68,4987.83,4989.28,0.8744
2024-17-02,-1,4989.28,4984.72,4995.62,4974.62,4979.46,0.9327
2024-17-03,-1,4979.46,4977.96,4994.80,4970.73,4973.09,0.9035
2024-17-04,1,4973.09,4976.15,4977.67,4968.26,4972.25,0.9189
2024-17-05,1,4972.25,4967.46,4988.58,4970.63,4986.16,0.9382
2024-17-06,1,4986.16,4985.40,4992.08,4983.02,4984.50,0.9601
2024-17-07,-1,4984.50,4985.81,4990.61,4964.22,4968.48,0.9004
2024-17-08,1,4968.48,4967.41,4971.92,4958.82,4965.81,0.9403
2024-17-09,-1,4965.81,4971.13,4972.15,4945.82,4956.57,0.9206
2024-17-10,-1,4956.57,4957.01,4960.40,4936.77,4941.26,0.8893
2024-17-11,1,4941.26,4946.49,4942.52,4922.84,4924.43,0.8985
2024-17-12,1,4924.43,4926.21,4935.32,4918.22,4929.49,0.9757
2024-17-13,1,4929.49,4920.82,4934.13,4920.35,4926.44,0.9627
2024-17-14,-1,4926.44,4939.47,4940.90,4920.09,4925.88,0.9817
2024-17-15,1,4925.88,4924.74,4926.35,4914.33,4922.15,0.8946
2024-17-16,1,4922.15,4922.67,4931.73,4919.83,4929.08,0.9263
2024-17-17,-1,4929.08,4936.85,4935.35,4915.80,4931.56,0.8679
