session_date,regime_sign,open_ref,published_level,session_high,session_low,close_330,data_quality
2024-05-02,-1,5164.59,5162.68,5184.53,5160.98,5181.35,0.9375
2024-05-03,-1,5181.35,5177.64,5184.79,5173.36,5179.72,0.9478
2024-05-04,1,5179.72,5175.15,5185.34,5174.22,5175.52,0.9387
2024-05-05,1,5175.52,5176.26,5183.31,5169.90,5178.22,0.9974
2024-05-06,1,5178.22,5187.07,5201.69,5177.35,5196.70,0.9324
2024-05-07,1,5196.70,5196.65,5202.55,5191.60,5195.26,0.8823
2024-05-08,-1,5195.26,5205.05,5225.87,5194.35,5218.77,0.9502
2024-05-09,1,5218.77,5222.21,5220.36,5206.10,5211.76,0.8952
2024-05-10,-1,5211.76,5206.67,5264.10,5210.73,5255.90,0.8762
2024-05-11,1,5255.90,5257.32,5261.30,5249.59,5251.39,0.9522
2024-05-12,1,5251.39,5252.14,5255.23,5240.81,5243.30,0.9341
2024-05-13,1,5243.30,5238.10,5243.95,5226.79,5232.14,0.8679
2024-05-14,1,5232.14,5234.64,5231.45,5209.31,5211.92,0.8782
2024-05-15,1,5211.92,5210.92,5214.89,5198.41,5201.08,0.9834
2024-05-16,-1,5201.08,5201.23,5205.02,5190.72,5196.16,0.8846
2024-05-17,1,5196.16,5191.94,5197.00,5187.05,5189.50,0.9098
2024-05-18,1,5189.50,5191.15,5203.27,5187.93,5200.89,0.9710
2024-05-19,1,5200.89,5205.72,5211.49,5199.33,5202.26,0.9969
2024-05-20,-1,5202.26,5189.29,5214.27,5189.50,5201.03,0.9151
2024-05-21,1,5201.03,5197.66,5207.01,5189.19,5200.02,0.8873
2024-06-01,-1,5200.02,5200.24,5215.67,5196.47,5210.49,0.9940
2024-06-02,1,5210.49,5203.80,5220.77,5205.40,5216.39,0.8975
2024-06-03,-1,5216.39,5206.53,5239.64,5216.28,5236.91,0.9230
2024-06-04,1,5236.91,5243.02,5245.68,5231.67,5233.87,0.9996
2024-06-05,-1,5233.87,5234.17,5243.71,5225.73,5241.41,0.9433
2024-06-06,1,5241.41,5230.91,5254.44,5235.45,5249.78,0.9204
2024-06-07,1,5249.78,5248.36,5249.26,5240.42,5246.40,0.8830
2024-06-08,-1,5246.40,5248.07,5257.84,5240.40,5254.81,0.8837
2024-06-09,1,5254.81,5257.71,5263.22,5248.10,5252.15,0.9251
2024-06-10,1,5252.15,5260.17,5256.34,5247.97,5248.59,0.9742
2024-06-11,1,5248.59,5244.09,5258.11,5247.82,5256.62,0.8693
2024-06-12,1,5256.62,5257.12,5261.24,5250.40,5254.02,0.9171
2024-06-13,-1,5254.02,5256.52,5266.11,5240.58,5256.63,0.9709
2024-06-14,-1,5256.63,5259.33,5259.55,5233.55,5245.14,0.9199
2024-06-15,-1,5245.14,5240.00,5285.21,5245.78,5277.53,0.8958
2024-06-16,1,5277.53,5280.68,5282.88,5267.22,5267.86,0.9805
2024-06-17,-1,5267.86,5263.72,5273.31,5261.94,5264.92,0.9274
2024-06-18,1,5264.92,5266.52,5265.06,5242.97,5249.53,0.9530
2024-06-19,1,5249.53,5245.78,5264.39,5248.36,5260.07,0.8995
2024-06-20,1,5260.07,5263.00,5284.78,5259.26,5278.05,0.8765
2024-06-21,1,5278.05,5282.94,5289.37,5275.55,5282.75,0.8797
2024-07-01,1,5282.75,5289.96,5305.12,5279.47,5300.44,0.8886
2024-07-02,-1,5300.44,5304.32,5310.47,5297.63,5303.81,0.9026
2024-07-03,-1,5303.81,5306.31,5308.52,5288.77,5299.18,0.9077
2024-07-04,1,5299.18,5296.91,5299.75,5292.60,5295.49,0.9048
2024-07-05,-1,5295.49,5292.34,5298.39,5278.18,5281.06,0.8944
2024-07-06,1,5281.06,5288.05,5286.55,5273.72,5284.19,0.8671
2024-07-07,-1,5284.19,5280.28,5289.80,5277.07,5281.85,0.8832
2024-07-08,1,5281.85,5277.03,5295.97,5280.46,5282.55,0.9437
2024-07-09,-1,5282.55,5286.09,5281.12,5254.03,5256.24,0.9098
2024-07-10,1,5256.24,5264.21,5271.57,5254.51,5267.45,0.8984
2024-07-11,1,5267.45,5265.07,5270.86,5254.89,5263.56,0.8851
2024-07-12,1,5263.56,5270.21,5268.60,5259.14,5267.40,0.9134
2024-07-13,-1,5267.40,5265.80,5275.89,5263.55,5273.15,0.9482
2024-07-14,1,5273.15,5281.84,5273.08,5260.33,5263.20,0.9435
2024-07-15,1,5263.20,5263.36,5264.20,5254.21,5258.46,0.8799
2024-07-16,1,5258.46,5267.21,5260.55,5250.76,5254.08,0.9407
2024-07-17,1,5254.08,5250.63,5256.48,5248.00,5256.04,0.8942
2024-07-18,1,5256.04,5255.05,5271.71,5256.41,5265.31,0.9284
2024-07-19,-1,5265.31,5261.13,5300.27,5264.45,5296.07,0.9076
2024-07-20,-1,5296.07,5291.91,5300.98,5286.04,5293.22,0.9949
2024-07-21,-1,5293.22,5290.94,5308.26,5289.42,5301.49,0.9512
2024-08-01,1,5301.49,5307.11,5309.22,5297.65,5304.92,0.9216
2024-08-02,1,5304.92,5323.01,5330.87,5304.10,5329.07,0.9689
2024-08-03,-1,5329.07,5322.23,5338.33,5322.02,5333.38,0.9834
2024-08-04,1,5333.38,5332.16,5351.04,5332.24,5345.50,0.9720
2024-08-05,1,5345.50,5355.38,5354.21,5344.67,5350.55,0.9222
2024-08-06,1,5350.55,5351.99,5358.95,5345.17,5349.96,0.8856
2024-08-07,1,5349.96,5356.97,5362.04,5348.69,5359.59,0.9297
2024-08-08,-1,5359.59,5371.61,5368.25,5346.48,5352.76,0.8936
2024-08-09,1,5352.76,5353.14,5361.46,5348.84,5358.97,0.9728
2024-08-10,1,5358.97,5364.96,5372.81,5353.78,5362.10,0.9934
2024-08-11,-1,5362.10,5353.65,5365.33,5349.24,5362.41,0.8736
2024-08-12,1,5362.41,5357.88,5372.01,5357.04,5358.15,0.9879
2024-08-13,-1,5358.15,5364.86,5368.90,5350.76,5366.52,0.9316
2024-08-14,-1,5366.52,5360.29,5381.29,5359.48,5365.32,0.8789
2024-08-15,-1,5365.32,5357.84,5364.88,5343.89,5356.90,0.9248
2024-08-16,1,5356.90,5354.71,5367.82,5355.52,5363.64,0.9774
2024-08-17,1,5363.64,5379.46,5368.33,5350.08,5355.31,0.9093
2024-08-18,-1,5355.31,5362.06,5356.02,5334.53,5336.07,0.9116
2024-08-19,1,5336.07,5338.48,5336.56,5316.94,5320.89,0.9701
2024-08-20,-1,5320.89,5329.04,5327.48,5297.92,5297.92,0.9016
2024-08-21,1,5297.92,5308.00,5303.49,5293.66,5296.51,0.9855
2024-09-01,-1,5296.51,5302.21,5301.11,5273.46,5274.33,0.9468
2024-09-02,-1,5274.33,5275.49,5290.58,5273.67,5287.11,0.9828
2024-09-03,1,5287.11,5286.93,5293.08,5276.32,5289.53,0.9218
2024-09-04,1,5289.53,5293.41,5302.51,5287.50,5300.06,0.9730
2024-09-05,1,5300.06,5303.29,5303.18,5297.36,5300.85,0.9438
2024-09-06,-1,5300.85,5290.88,5324.81,5297.09,5320.63,0.8697
2024-09-07,-1,5320.63,5315.26,5323.65,5307.33,5314.02,0.9447
2024-09-08,1,5314.02,5317.32,5313.55,5300.30,5309.85,0.8757
2024-09-09,1,5309.85,5313.44,5326.35,5307.95,5322.64,0.9475
2024-09-10,1,5322.64,5323.76,5328.00,5313.67,5315.77,0.9990
2024-09-11,-1,5315.77,5314.31,5323.87,5311.10,5320.03,0.8851
2024-09-12,1,5320.03,5334.01,5321.52,5310.03,5313.77,0.9635
2024-09-13,1,5313.77,5317.83,5314.28,5297.35,5305.74,0.8896
2024-09-14,-1,5305.74,5312.43,5316.95,5283.47,5296.72,0.9715
2024-09-15,1,5296.72,5289.84,5297.58,5285.37,5291.56,0.9475
2024-09-16,1,5291.56,5290.98,5295.69,5283.16,5288.69,0.9350
2024-09-17,-1,5288.69,5287.39,5299.69,5284.25,5286.78,0.9496
2024-09-18,-1,5286.78,5286.67,5302.36,5285.91,5296.33,0.9270
2024-09-19,1,5296.33,5299.29,5300.90,5286.45,5293.64,0.9192
2024-09-20,1,5293.64,5298.10,5307.78,5293.79,5302.35,0.9148
2024-09-21,1,5302.35,5305.70,5313.86,5300.81,5307.18,0.9254
2024-10-01,1,5307.18,5324.40,5316.04,5304.68,5314.51,0.9666
2024-10-02,1,5314.51,5310.93,5317.24,5297.02,5303.90,0.8967
2024-10-03,-1,5303.90,5316.81,5304.12,5282.25,5288.41,0.9288
2024-10-04,-1,5288.41,5286.88,5305.11,5287.56,5293.71,0.8920
2024-10-05,-1,5293.71,5290.97,5297.34,5279.89,5291.53,0.8706
2024-10-06,-1,5291.53,5294.06,5294.36,5261.56,5270.59,0.9768
2024-10-07,1,5270.59,5270.86,5271.33,5255.91,5259.58,0.9520
2024-10-08,-1,5259.58,5268.77,5268.47,5253.52,5261.51,0.9727
2024-10-09,-1,5261.51,5257.15,5279.89,5254.83,5268.11,0.8769
2024-10-10,-1,5268.11,5255.16,5277.61,5258.31,5263.62,0.9592
2024-10-11,-1,5263.62,5261.09,5264.75,5246.74,5258.63,0.8717
2024-10-12,-1,5258.63,5267.96,5264.05,5242.94,5260.63,0.9397
2024-10-13,1,5260.63,5257.57,5272.31,5260.12,5261.06,0.9822
2024-10-14,1,5261.06,5257.97,5262.55,5252.97,5256.74,0.8828
2024-10-15,1,5256.74,5246.67,5270.92,5256.59,5266.61,0.8650
2024-10-16,-1,5266.61,5259.37,5295.98,5266.83,5287.75,0.9643
2024-10-17,-1,5287.75,5282.05,5309.81,5283.59,5301.37,0.9104
2024-10-18,-1,5301.37,5298.01,5309.90,5295.06,5304.06,0.9732
2024-10-19,1,5304.06,5288.99,5310.69,5300.53,5306.74,0.8742
2024-10-20,-1,5306.74,5305.89,5312.91,5302.52,5311.53,0.8803
2024-10-21,-1,5311.53,5313.21,5319.83,5294.32,5298.59,0.9718
2024-11-01,1,5298.59,5298.04,5311.55,5291.85,5308.73,0.9376
2024-11-02,-1,5308.73,5297.35,5316.72,5303.35,5315.01,0.9887
2024-11-03,-1,5315.01,5315.15,5317.04,5288.97,5300.29,0.9295
2024-11-04,1,5300.29,5302.75,5309.15,5295.16,5306.19,0.9406
2024-11-05,-1,5306.19,5311.36,5323.29,5299.83,5318.84,0.9625
2024-11-06,1,5318.84,5314.44,5332.97,5317.31,5331.06,0.9381
2024-11-07,-1,5331.06,5333.50,5332.02,5317.78,5321.29,0.9517
2024-11-08,1,5321.29,5313.93,5332.18,5318.34,5327.13,0.9827
2024-11-09,1,5327.13,5333.92,5330.45,5315.59,5323.68,0.9857
2024-11-10,-1,5323.68,5321.38,5331.90,5315.10,5327.62,0.9896
2024-11-11,1,5327.62,5335.88,5346.78,5327.00,5338.97,0.9712
2024-11-12,1,5338.97,5334.27,5356.20,5332.51,5347.90,0.9477
2024-11-13,1,5347.90,5339.96,5358.28,5347.87,5352.55,0.8810
2024-11-14,1,5352.55,5361.09,5353.08,5334.13,5349.22,0.9231
2024-11-15,1,5349.22,5344.71,5363.42,5347.94,5361.14,0.8825
2024-11-16,1,5361.14,5364.92,5368.64,5355.24,5362.60,0.9109
2024-11-17,1,5362.60,5371.24,5365.92,5349.17,5351.61,0.9689
2024-11-18,1,5351.61,5353.05,5364.28,5346.42,5363.71,0.9911
2024-11-19,-1,5363.71,5368.65,5365.51,5332.00,5337.45,0.9638
2024-11-20,1,5337.45,5330.69,5355.29,5335.12,5352.62,0.9182
2024-11-21,-1,5352.62,5348.05,5360.33,5345.19,5346.28,0.9019
2024-12-01,1,5346.28,5345.23,5356.02,5343.80,5352.65,0.8991
2024-12-02,1,5352.65,5347.31,5361.41,5349.55,5353.40,0.9499
2024-12-03,1,5353.40,5350.06,5358.59,5349.44,5356.96,0.8806
2024-12-04,1,5356.96,5354.45,5364.93,5355.59,5360.52,0.9000
2024-12-05,-1,5360.52,5354.86,5386.48,5360.14,5382.96,0.8820
2024-12-06,1,5382.96,5380.57,5404.55,5382.03,5392.35,0.9325
2024-12-07,-1,5392.35,5387.43,5403.12,5388.68,5400.12,0.9330
2024-12-08,1,5400.12,5407.92,5404.24,5395.94,5400.84,0.9655
2024-12-09,-1,5400.84,5392.45,5426.44,5401.26,5415.25,0.9737
2024-12-10,1,5415.25,5405.44,5434.02,5415.09,5419.63,0.9694
2024-12-11,1,5419.63,5415.05,5426.65,5415.42,5416.02,0.9615
2024-12-12,-1,5416.02,5415.03,5417.41,5399.89,5404.13,0.9161
2024-12-13,1,5404.13,5407.58,5406.87,5391.94,5397.99,0.9722
2024-12-14,-1,5397.99,5404.18,5408.92,5391.49,5403.84,0.9858
2024-12-15,1,5403.84,5403.93,5413.21,5401.89,5407.74,0.8649
2024-12-16,-1,5407.74,5403.99,5434.86,5407.55,5426.28,0.9847
2024-12-17,-1,5426.28,5423.91,5437.90,5414.89,5417.55,0.9728
2024-12-18,1,5417.55,5425.14,5429.74,5414.22,5425.05,0.9909
2024-12-19,-1,5425.05,5416.96,5456.22,5423.34,5452.94,0.9014
2024-12-20,-1,5452.94,5458.03,5453.74,5434.29,5443.44,0.9072
2024-12-21,-1,5443.44,5433.83,5451.22,5431.82,5445.10,0.8915
2024-13-01,1,5445.10,5437.44,5448.25,5431.96,5433.56,0.8943
2024-13-02,1,5433.56,5437.05,5444.61,5426.25,5439.61,0.9640
2024-13-03,1,5439.61,5438.85,5444.22,5424.50,5430.37,0.9131
2024-13-04,-1,5430.37,5424.81,5440.00,5423.53,5429.68,0.9783
2024-13-05,-1,5429.68,5426.39,5434.79,5419.24,5425.26,0.8780
2024-13-06,-1,5425.26,5425.55,5428.81,5410.20,5414.93,0.9217
2024-13-07,1,5414.93,5402.44,5422.89,5413.86,5414.82,0.8724
2024-13-08,1,5414.82,5413.79,5426.92,5414.10,5422.48,0.9871
2024-13-09,-1,5422.48,5419.96,5443.95,5419.65,5435.50,0.8892
2024-13-10,-1,5435.50,5434.83,5463.01,5432.46,5456.53,0.9510
2024-13-11,1,5456.53,5458.20,5457.05,5440.09,5445.96,0.9576
2024-13-12,1,5445.96,5440.01,5446.72,5433.25,5438.27,0.9736
2024-13-13,1,5438.27,5447.58,5445.45,5433.01,5434.12,0.9439
2024-13-14,-1,5434.12,5440.77,5436.05,5418.23,5424.61,0.8904
2024-13-15,1,5424.61,5428.14,5426.60,5411.97,5418.38,0.8805
2024-13-16,-1,5418.38,5424.64,5423.91,5403.37,5411.77,0.9178
2024-13-17,-1,5411.77,5420.97,5411.44,5387.49,5389.34,0.9969
2024-13-18,1,5389.34,5387.89,5396.02,5387.57,5391.31,0.9079
2024-13-19,-1,5391.31,5390.72,5397.96,5385.05,5389.24,0.9838
2024-13-20,1,5389.24,5387.27,5396.95,5387.80,5391.32,0.9054
2024-13-21,-1,5391.32,5384.15,5396.02,5377.56,5386.94,0.9199
2024-14-01,-1,5386.94,5389.86,5396.44,5375.98,5393.84,0.9834
2024-14-02,-1,5393.84,5385.14,5417.45,5394.30,5413.79,0.9080
2024-14-03,1,5413.79,5408.33,5424.35,5407.19,5422.51,0.8716
2024-14-04,1,5422.51,5413.84,5426.68,5413.96,5415.74,0.9910
2024-14-05,1,5415.74,5417.72,5416.41,5405.76,5408.16,0.9611
2024-14-06,1,5408.16,5410.47,5415.06,5405.94,5410.32,0.8894
2024-14-07,1,5410.32,5415.71,5422.32,5408.75,5416.46,0.9249
2024-14-08,1,5416.46,5420.82,5423.70,5410.53,5420.76,0.8997
2024-14-09,-1,5420.76,5416.50,5421.02,5410.69,5417.58,0.9193
2024-14-10,1,5417.58,5408.94,5418.95,5409.84,5414.92,0.9198
2024-14-11,-1,5414.92,5414.99,5418.16,5391.82,5395.13,0.9696
2024-14-12,1,5395.13,5392.69,5395.17,5376.82,5378.32,0.9476
2024-14-13,1,5378.32,5374.57,5385.27,5364.52,5368.18,0.9114
2024-14-14,1,5368.18,5371.46,5370.01,5357.80,5364.33,0.9332
2024-14-15,-1,5364.33,5362.35,5387.17,5359.45,5386.57,0.9333
2024-14-16,1,5386.57,5388.34,5390.57,5380.00,5386.80,0.8646
2024-14-17,-1,5386.80,5385.06,5401.02,5383.60,5397.93,0.8664
2024-14-18,-1,5397.93,5401.75,5406.51,5392.18,5403.74,0.9915
2024-14-19,1,5403.74,5413.63,5407.57,5394.87,5397.96,0.9280
2024-14-20,1,5397.96,5407.66,5408.49,5391.71,5400.77,0.9471
2024-14-21,-1,5400.77,5387.72,5402.53,5384.69,5387.89,0.9304
2024-15-01,-1,5387.89,5381.91,5399.00,5376.56,5396.27,0.9102
2024-15-02,1,5396.27,5394.85,5403.15,5390.85,5394.47,0.9065
2024-15-03,1,5394.47,5390.38,5394.83,5384.83,5387.71,0.9857
2024-15-04,1,5387.71,5381.23,5401.19,5386.75,5393.12,0.8840
2024-15-05,-1,5393.12,5392.65,5397.98,5386.15,5388.33,0.9092
2024-15-06,1,5388.33,5393.35,5400.96,5388.48,5392.38,0.9339
2024-15-07,-1,5392.38,5400.17,5403.35,5389.72,5399.29,0.8746
2024-15-08,-1,5399.29,5399.35,5404.35,5384.10,5392.55,0.8736
2024-15-09,1,5392.55,5383.64,5421.68,5391.55,5418.64,0.9473
2024-15-10,-1,5418.64,5416.32,5454.16,5417.89,5444.65,0.9730
2024-15-11,-1,5444.65,5445.69,5452.96,5435.34,5440.11,0.9725
2024-15-12,-1,5440.11,5448.48,5461.89,5439.79,5455.74,0.9681
2024-15-13,1,5455.74,5451.56,5461.17,5451.02,5457.66,0.8889
2024-15-14,-1,5457.66,5460.93,5472.45,5450.12,5455.50,0.8665
2024-15-15,-1,5455.50,5454.44,5491.25,5454.15,5477.85,0.9273
2024-15-16,1,5477.85,5479.06,5489.74,5472.15,5483.42,0.9733
2024-15-17,1,5483.42,5491.25,5501.94,5482.51,5498.68,0.9554
2024-15-18,1,5498.68,5499.11,5502.72,5490.28,5498.76,0.8644
2024-15-19,1,5498.76,5499.62,5508.48,5496.07,5497.10,0.8962
2024-15-20,-1,5497.10,5503.00,5498.76,5480.09,5484.00,0.9127
2024-15-21,1,5484.00,5479.45,5483.82,5469.59,5474.78,0.9532
2024-16-01,-1,5474.78,5471.71,5501.53,5475.03,5495.58,0.8847
2024-16-02,1,5495.58,5493.63,5503.52,5490.55,5493.61,0.8949
2024-16-03,-1,5493.61,5511.46,5497.55,5482.40,5487.93,0.8793
2024-16-04,1,5487.93,5498.48,5487.76,5480.29,5485.06,0.9711
2024-16-05,-1,5485.06,5493.67,5487.12,5465.52,5471.04,0.8925
2024-16-06,-1,5471.04,5475.67,5493.04,5465.71,5481.44,0.8711
2024-16-07,1,5481.44,5476.90,5499.12,5481.47,5493.90,0.9072
2024-16-08,1,5493.90,5498.81,5497.22,5486.16,5488.37,0.9258
2024-16-09,1,5488.37,5498.12,5497.15,5482.31,5493.82,0.9984
2024-16-10,1,5493.82,5491.62,5511.75,5491.38,5505.70,1.0000
2024-16-11,1,5505.70,5512.45,5511.89,5501.98,5509.30,0.8697
2024-16-12,1,5509.30,5508.25,5509.95,5496.39,5497.71,0.9494
2024-16-13,1,5497.71,5500.24,5497.83,5484.91,5489.99,0.9255
2024-16-14,1,5489.99,5490.94,5496.64,5477.42,5481.15,0.8918
2024-16-15,1,5481.15,5481.05,5481.59,5469.20,5473.55,0.9154
2024-16-16,-1,5473.55,5481.54,5479.77,5451.94,5457.27,0.9985
2024-16-17,-1,5457.27,5462.29,5465.91,5446.97,5461.47,0.9244
2024-16-18,-1,5461.47,5466.95,5472.56,5450.63,5463.91,0.9544
2024-16-19,-1,5463.91,5462.32,5487.69,5459.58,5475.50,0.9392
2024-16-20,1,5475.50,5480.86,5480.96,5469.38,5476.45,0.9035
2024-16-21,1,5476.45,5478.75,5476.92,5467.62,5472.72,0.9695
2024-17-01,1,5472.72,5467.15,5475.15,5449.15,5453.91,0.9145
2024-17-02,1,5453.91,5454.59,5456.69,5437.28,5444.26,0.9087
2024-17-03,1,5444.26,5448.99,5447.19,5423.36,5433.51,0.8647
2024-17-04,1,5433.51,5438.74,5436.51,5420.96,5425.03,0.9047
2024-17-05,1,5425.03,5420.48,5444.59,5422.69,5442.07,0.9175
2024-17-06,-1,5442.07,5435.81,5447.53,5430.35,5435.36,0.8957
2024-17-07,1,5435.36,5428.83,5447.14,5430.85,5443.72,0.9345
2024-17-08,-1,5443.72,5443.95,5443.87,5411.39,5417.18,0.9626
2024-17-09,-1,5417.18,5418.30,5417.82,5371.01,5372.94,0.8758
2024-17-10,-1,5372.94,5378.92,5379.08,5346.08,5356.94,0.8732
2024-17-11,1,5356.94,5357.90,5362.73,5355.71,5358.37,0.9005
2024-17-12,-1,5358.37,5360.44,5362.34,5325.13,5331.27,0.9348
2024-17-13,-1,5331.27,5332.13,5336.53,5315.63,5322.64,0.8682
2024-17-14,1,5322.64,5321.92,5331.14,5318.43,5328.05,0.8661
2024-17-15,1,5328.05,5325.34,5343.90,5326.84,5340.02,0.9242
2024-17-16,1,5340.02,5328.00,5355.26,5333.77,5350.88,0.9788
2024-17-17,-1,5350.88,5341.64,5351.34,5335.26,5343.62,0.9814
